user_id,gender,age_id,age_range,occupation_id,occupation,cp
1526,M,56,56+,17,technician/engineer,80538
1527,M,18,18-24,10,K-12 student,78230
1528,M,25,25-34,15,scientist,94903
1529,M,18,18-24,4,college/grad student,97266
1530,M,25,25-34,4,college/grad student,53711
1531,M,45,45-49,17,technician/engineer,60462
1532,M,18,18-24,14,sales/marketing,43613
1533,M,45,45-49,1,academic/educator,71711
1534,M,50,50-55,12,programmer,12184
1535,F,18,18-24,20,writer,90036
1536,F,35,35-44,3,clerical/admin,83001
1537,M,18,18-24,20,writer,02446
1538,M,25,25-34,3,clerical/admin,22601
1539,M,25,25-34,3,clerical/admin,02359
1540,M,45,45-49,0,other or not specified,97214
1541,M,56,56+,17,technician/engineer,23464-3016
1542,M,18,18-24,17,technician/engineer,12054
1543,M,25,25-34,11,lawyer,10549
1544,M,25,25-34,12,programmer,63146
1545,M,25,25-34,20,writer,20009
1546,M,25,25-34,4,college/grad student,22903
1547,M,56,56+,13,retired,02115
1548,M,35,35-44,1,academic/educator,53703
1549,M,35,35-44,6,doctor/health care,20901
1550,M,18,18-24,4,college/grad student,11580
1551,M,25,25-34,11,lawyer,20008
1552,M,45,45-49,20,writer,10021
1553,F,25,25-34,15,scientist,64116
1554,F,35,35-44,12,programmer,17013
1555,F,18,18-24,0,other or not specified,20008
1556,M,18,18-24,4,college/grad student,48073
1557,F,18,18-24,4,college/grad student,10039
1558,M,18,18-24,6,doctor/health care,60611
1559,M,35,35-44,8,farmer,10014
1560,F,25,25-34,3,clerical/admin,85226
1561,F,18,18-24,4,college/grad student,11214
1562,M,18,18-24,20,writer,43611
1563,F,1,Under 18,10,K-12 student,87123
1564,M,50,50-55,1,academic/educator,01096
1565,M,45,45-49,17,technician/engineer,78731
1566,M,35,35-44,16,self-employed,77550
1567,M,25,25-34,12,programmer,06511
1568,F,1,Under 18,10,K-12 student,94086
1569,F,56,56+,13,retired,07701
1570,M,18,18-24,17,technician/engineer,75093
1571,M,25,25-34,20,writer,98033
1572,F,25,25-34,3,clerical/admin,02155
1573,M,1,Under 18,0,other or not specified,77479
1574,M,25,25-34,6,doctor/health care,81007
1575,F,50,50-55,7,executive/managerial,94949
1576,F,45,45-49,9,homemaker,85202
1577,M,56,56+,0,other or not specified,72227-5733
1578,M,18,18-24,4,college/grad student,22201
1579,M,25,25-34,0,other or not specified,60201
1580,F,18,18-24,4,college/grad student,76201
1581,F,18,18-24,4,college/grad student,10003
1582,M,18,18-24,0,other or not specified,10705
1583,M,35,35-44,6,doctor/health care,94115
1584,M,25,25-34,19,unemployed,45701
1585,M,56,56+,20,writer,92315
1586,M,45,45-49,7,executive/managerial,77351
1587,F,25,25-34,3,clerical/admin,30308
1588,M,25,25-34,11,lawyer,22043
1589,M,25,25-34,0,other or not specified,95136
1590,M,35,35-44,1,academic/educator,95003
1591,M,50,50-55,7,executive/managerial,26501
1592,M,35,35-44,7,executive/managerial,50111
1593,M,25,25-34,16,self-employed,78411
1594,F,35,35-44,20,writer,10013
1595,M,35,35-44,1,academic/educator,92683-1892
1596,F,18,18-24,5,customer service,48108
1597,M,25,25-34,12,programmer,10002
1598,M,35,35-44,13,retired,76548
1599,M,25,25-34,0,other or not specified,92646
1600,M,35,35-44,7,executive/managerial,08234
1601,M,25,25-34,12,programmer,83001
1602,F,25,25-34,7,executive/managerial,10562
1603,F,25,25-34,0,other or not specified,13326
1604,M,25,25-34,11,lawyer,50111
1605,F,18,18-24,0,other or not specified,28270
1606,F,35,35-44,3,clerical/admin,55405
1607,M,45,45-49,1,academic/educator,02135
1608,M,25,25-34,11,lawyer,75230
1609,F,35,35-44,9,homemaker,06830
1610,M,25,25-34,11,lawyer,55555
1611,M,25,25-34,0,other or not specified,03867
1612,M,25,25-34,17,technician/engineer,11354
1613,M,18,18-24,20,writer,61801
1614,M,35,35-44,0,other or not specified,90027
1615,F,45,45-49,7,executive/managerial,10022
1616,M,25,25-34,0,other or not specified,16101
1617,M,25,25-34,12,programmer,44060
1618,M,50,50-55,0,other or not specified,44139
1619,M,50,50-55,3,clerical/admin,48843
1620,M,25,25-34,20,writer,48009
1621,M,25,25-34,4,college/grad student,11423
1622,M,18,18-24,4,college/grad student,53715
1623,M,50,50-55,15,scientist,07746
1624,M,25,25-34,0,other or not specified,06810
1625,M,45,45-49,0,other or not specified,04330
1626,M,18,18-24,4,college/grad student,10010
1627,M,18,18-24,17,technician/engineer,91505
1628,M,18,18-24,20,writer,90028
1629,M,18,18-24,4,college/grad student,10003
1630,M,45,45-49,17,technician/engineer,91355
1631,F,50,50-55,0,other or not specified,94514
1632,M,25,25-34,16,self-employed,94120
1633,F,45,45-49,7,executive/managerial,99701
1634,F,56,56+,0,other or not specified,38340
1635,M,25,25-34,0,other or not specified,97212
1636,F,25,25-34,19,unemployed,60612
1637,M,56,56+,0,other or not specified,90049
1638,F,18,18-24,17,technician/engineer,95405
1639,M,25,25-34,17,technician/engineer,95405
1640,M,35,35-44,17,technician/engineer,95610
1641,M,25,25-34,0,other or not specified,95819
1642,M,50,50-55,13,retired,62002
1643,M,45,45-49,2,artist,90813
1644,M,18,18-24,12,programmer,90210
1645,F,18,18-24,9,homemaker,62225
1646,M,25,25-34,20,writer,90046
1647,M,18,18-24,18,tradesman/craftsman,98118
1648,M,50,50-55,14,sales/marketing,85202
1649,M,18,18-24,19,unemployed,98034
1650,M,25,25-34,19,unemployed,94607
1651,M,25,25-34,12,programmer,94520
1652,M,25,25-34,16,self-employed,98208
1653,M,18,18-24,0,other or not specified,94044
1654,F,45,45-49,0,other or not specified,94114
1655,M,18,18-24,4,college/grad student,94507
1656,M,25,25-34,17,technician/engineer,94122
1657,F,45,45-49,0,other or not specified,10022
1658,F,35,35-44,6,doctor/health care,94214
1659,F,18,18-24,9,homemaker,99703
1660,F,25,25-34,2,artist,94577
1661,M,35,35-44,7,executive/managerial,80526
1662,M,25,25-34,12,programmer,94121
1663,M,18,18-24,4,college/grad student,77845
1664,F,18,18-24,4,college/grad student,76707
1665,M,45,45-49,17,technician/engineer,87505
1666,M,25,25-34,14,sales/marketing,15241
1667,M,50,50-55,16,self-employed,98516
1668,M,35,35-44,2,artist,95602
1669,F,25,25-34,17,technician/engineer,75006
1670,F,56,56+,13,retired,95320
1671,M,35,35-44,0,other or not specified,98368
1672,M,25,25-34,17,technician/engineer,93933
1673,M,1,Under 18,10,K-12 student,98043-3621
1674,M,35,35-44,2,artist,95816
1675,F,25,25-34,6,doctor/health care,97116
1676,M,18,18-24,4,college/grad student,91301
1677,M,18,18-24,14,sales/marketing,97123
1678,F,18,18-24,17,technician/engineer,97070
1679,M,25,25-34,12,programmer,98052
1680,M,25,25-34,20,writer,95380
1681,M,18,18-24,4,college/grad student,78705
1682,M,25,25-34,2,artist,98102
1683,F,25,25-34,7,executive/managerial,98109
1684,M,18,18-24,3,clerical/admin,85226
1685,M,35,35-44,12,programmer,95833
1686,M,35,35-44,12,programmer,94062
1687,M,25,25-34,3,clerical/admin,85013
1688,F,18,18-24,4,college/grad student,34243
1689,M,35,35-44,5,customer service,98465
1690,M,35,35-44,16,self-employed,98029
1691,F,25,25-34,17,technician/engineer,85301
1692,M,35,35-44,20,writer,97333
1693,M,25,25-34,12,programmer,98684
1694,M,25,25-34,12,programmer,98116
1695,M,25,25-34,1,academic/educator,97206
1696,M,35,35-44,7,executive/managerial,95765
1697,F,18,18-24,4,college/grad student,98052
1698,M,35,35-44,2,artist,97214
1699,F,25,25-34,19,unemployed,98102
1700,M,25,25-34,20,writer,98119
1701,F,25,25-34,4,college/grad student,97233
1702,M,18,18-24,10,K-12 student,97303
1703,M,18,18-24,15,scientist,77047
1704,M,25,25-34,4,college/grad student,98926
1705,F,18,18-24,4,college/grad student,85033
1706,M,25,25-34,20,writer,19134
1707,M,50,50-55,1,academic/educator,95070
1708,M,25,25-34,0,other or not specified,64106
1709,M,25,25-34,0,other or not specified,73147
1710,M,18,18-24,0,other or not specified,94530
1711,F,18,18-24,4,college/grad student,30134
1712,M,25,25-34,0,other or not specified,73003
1713,M,25,25-34,0,other or not specified,47421
1714,M,25,25-34,17,technician/engineer,43212
1715,M,25,25-34,16,self-employed,53406
1716,M,25,25-34,0,other or not specified,43229
1717,F,50,50-55,6,doctor/health care,30307
1718,M,18,18-24,4,college/grad student,43235
1719,M,18,18-24,16,self-employed,60523
1720,M,18,18-24,4,college/grad student,94720
1721,M,18,18-24,19,unemployed,70043
1722,M,35,35-44,0,other or not specified,72058
1723,M,35,35-44,17,technician/engineer,60103
1724,M,18,18-24,4,college/grad student,00961
1725,M,18,18-24,19,unemployed,67218
1726,M,25,25-34,2,artist,60160
1727,M,35,35-44,16,self-employed,50317
1728,M,18,18-24,4,college/grad student,11710-1641
1729,M,25,25-34,7,executive/managerial,53715
1730,F,18,18-24,4,college/grad student,60137
1731,F,18,18-24,0,other or not specified,91601
1732,M,18,18-24,4,college/grad student,13655
1733,M,18,18-24,14,sales/marketing,43725
1734,M,45,45-49,17,technician/engineer,94602
1735,M,18,18-24,20,writer,30605
1736,M,56,56+,8,farmer,00606
1737,M,35,35-44,20,writer,46614
1738,M,35,35-44,16,self-employed,30034
1739,M,56,56+,16,self-employed,77079
1740,M,56,56+,1,academic/educator,96153
1741,M,35,35-44,7,executive/managerial,91107
1742,M,25,25-34,15,scientist,08109
1743,M,35,35-44,17,technician/engineer,77566
1744,M,35,35-44,12,programmer,50325
1745,M,45,45-49,0,other or not specified,94114
1746,M,25,25-34,4,college/grad student,33157
1747,M,25,25-34,0,other or not specified,90638
1748,M,50,50-55,1,academic/educator,04240
1749,M,25,25-34,2,artist,10040
1750,M,50,50-55,5,customer service,10128
1751,M,35,35-44,20,writer,77024
1752,M,25,25-34,3,clerical/admin,96813
1753,M,35,35-44,6,doctor/health care,90803
1754,M,18,18-24,19,unemployed,27028
1755,F,18,18-24,4,college/grad student,77005
1756,F,25,25-34,1,academic/educator,75149
1757,M,25,25-34,4,college/grad student,75206
1758,F,25,25-34,0,other or not specified,33067-1400
1759,M,25,25-34,16,self-employed,22112
1760,F,25,25-34,3,clerical/admin,90016
1761,M,35,35-44,0,other or not specified,72058
1762,M,25,25-34,14,sales/marketing,75230
1763,M,35,35-44,7,executive/managerial,76248
1764,M,18,18-24,0,other or not specified,75149
1765,M,18,18-24,4,college/grad student,13655
1766,F,45,45-49,0,other or not specified,94566
1767,M,25,25-34,20,writer,75205
1768,M,45,45-49,16,self-employed,75067
1769,M,25,25-34,17,technician/engineer,75240
1770,M,35,35-44,16,self-employed,79605
1771,M,25,25-34,17,technician/engineer,75044
1772,M,56,56+,2,artist,90680
1773,M,18,18-24,4,college/grad student,07030
1774,M,25,25-34,17,technician/engineer,99003
1775,M,25,25-34,4,college/grad student,70115
1776,M,25,25-34,0,other or not specified,45801
1777,M,25,25-34,20,writer,17022
1778,M,18,18-24,4,college/grad student,94704
1779,M,18,18-24,1,academic/educator,78133
1780,M,35,35-44,1,academic/educator,22181
1781,F,35,35-44,0,other or not specified,08009
1782,M,45,45-49,0,other or not specified,23454
1783,M,18,18-24,4,college/grad student,10027
1784,M,18,18-24,20,writer,18104
1785,M,18,18-24,4,college/grad student,04901
1786,M,45,45-49,1,academic/educator,85721
1787,M,18,18-24,8,farmer,90210
1788,M,45,45-49,2,artist,19104
1789,M,1,Under 18,10,K-12 student,19116
1790,M,25,25-34,0,other or not specified,19152
1791,M,18,18-24,4,college/grad student,19146
1792,F,25,25-34,2,artist,53523
1793,M,25,25-34,4,college/grad student,20008
1794,M,25,25-34,11,lawyer,20878
1795,M,18,18-24,17,technician/engineer,20724
1796,M,50,50-55,11,lawyer,20852
1797,M,35,35-44,7,executive/managerial,52003
1798,M,45,45-49,11,lawyer,22204
1799,M,35,35-44,11,lawyer,70118
1800,M,18,18-24,4,college/grad student,70118
1801,F,25,25-34,6,doctor/health care,54729
1802,M,18,18-24,4,college/grad student,22903
1803,M,25,25-34,2,artist,50021
1804,M,25,25-34,7,executive/managerial,22314
1805,M,18,18-24,4,college/grad student,22401
1806,M,18,18-24,4,college/grad student,22032
1807,M,18,18-24,17,technician/engineer,20742
1808,F,18,18-24,4,college/grad student,22031
1809,F,25,25-34,14,sales/marketing,12189
1810,M,50,50-55,13,retired,90210
1811,M,56,56+,2,artist,08825
1812,F,25,25-34,12,programmer,48103
1813,F,35,35-44,6,doctor/health care,90035
1814,M,50,50-55,7,executive/managerial,10014
1815,M,1,Under 18,1,academic/educator,30707
1816,F,35,35-44,9,homemaker,56007
1817,M,35,35-44,1,academic/educator,53706
1818,M,1,Under 18,8,farmer,02254
1819,F,35,35-44,12,programmer,45249
1820,M,25,25-34,20,writer,50265
1821,M,25,25-34,20,writer,43315
1822,F,25,25-34,0,other or not specified,53713
1823,F,35,35-44,1,academic/educator,92801
1824,F,18,18-24,4,college/grad student,43560
1825,M,25,25-34,7,executive/managerial,50310
1826,M,45,45-49,11,lawyer,49265
1827,F,25,25-34,1,academic/educator,07721
1828,M,18,18-24,4,college/grad student,07030
1829,M,25,25-34,16,self-employed,07302
1830,M,18,18-24,4,college/grad student,12180
1831,M,18,18-24,4,college/grad student,53190
1832,F,18,18-24,4,college/grad student,14433
1833,M,18,18-24,17,technician/engineer,07030
1834,M,35,35-44,5,customer service,10990
1835,M,25,25-34,19,unemployed,11501
1836,M,25,25-34,0,other or not specified,10016
1837,M,25,25-34,2,artist,08817
1838,M,35,35-44,7,executive/managerial,10011
1839,M,18,18-24,4,college/grad student,07940
1840,M,25,25-34,12,programmer,11217
1841,M,18,18-24,0,other or not specified,95037
1842,M,18,18-24,4,college/grad student,53190
1843,M,25,25-34,12,programmer,10014
1844,F,18,18-24,4,college/grad student,53711
1845,M,25,25-34,2,artist,10002
1846,M,45,45-49,12,programmer,95051
1847,M,18,18-24,4,college/grad student,60047
1848,M,35,35-44,5,customer service,10011
1849,M,35,35-44,7,executive/managerial,11747
1850,M,18,18-24,5,customer service,12582
1851,M,25,25-34,19,unemployed,59602
1852,M,25,25-34,12,programmer,10036
1853,M,50,50-55,0,other or not specified,90803
1854,M,25,25-34,0,other or not specified,92346
1855,M,18,18-24,4,college/grad student,93004
1856,M,56,56+,7,executive/managerial,92065
1857,M,1,Under 18,10,K-12 student,92106
1858,F,18,18-24,4,college/grad student,59715
1859,F,25,25-34,4,college/grad student,66049
1860,M,56,56+,16,self-employed,94591
1861,M,50,50-55,16,self-employed,92129
1862,M,50,50-55,14,sales/marketing,95129
1863,M,18,18-24,4,college/grad student,90048
1864,M,35,35-44,7,executive/managerial,94306
1865,F,18,18-24,1,academic/educator,94606
1866,M,25,25-34,7,executive/managerial,94043
1867,M,50,50-55,7,executive/managerial,95008
1868,M,50,50-55,11,lawyer,92346
1869,M,45,45-49,14,sales/marketing,95148
1870,M,56,56+,13,retired,85248
1871,F,45,45-49,1,academic/educator,46774
1872,M,50,50-55,20,writer,92106
1873,M,35,35-44,7,executive/managerial,02127
1874,M,45,45-49,7,executive/managerial,95076
1875,M,35,35-44,12,programmer,94107
1876,M,25,25-34,12,programmer,92024
1877,F,45,45-49,20,writer,90069
1878,M,1,Under 18,10,K-12 student,92846
1879,M,25,25-34,4,college/grad student,29732
1880,M,35,35-44,0,other or not specified,91006
1881,M,35,35-44,2,artist,95008
1882,M,35,35-44,16,self-employed,92352
1883,F,50,50-55,0,other or not specified,94521
1884,M,45,45-49,20,writer,93108
1885,M,50,50-55,17,technician/engineer,94611
1886,M,25,25-34,12,programmer,94086
1887,M,56,56+,15,scientist,92119
1888,M,35,35-44,12,programmer,95124
1889,M,18,18-24,14,sales/marketing,80023
1890,M,50,50-55,6,doctor/health care,94702
1891,M,45,45-49,1,academic/educator,91335
1892,M,25,25-34,20,writer,90066
1893,F,35,35-44,0,other or not specified,90024
1894,F,35,35-44,7,executive/managerial,94602
1895,M,35,35-44,14,sales/marketing,89119
1896,M,56,56+,13,retired,92115
1897,F,50,50-55,2,artist,94530
1898,M,25,25-34,12,programmer,91101
1899,F,45,45-49,6,doctor/health care,02135
1900,M,56,56+,12,programmer,94109
1901,M,50,50-55,7,executive/managerial,94024
1902,M,25,25-34,19,unemployed,93536
1903,M,35,35-44,0,other or not specified,90401
1904,M,18,18-24,1,academic/educator,30115
1905,F,35,35-44,20,writer,94118
1906,F,25,25-34,5,customer service,91311
1907,M,35,35-44,17,technician/engineer,94804
1908,M,56,56+,13,retired,95129
1909,M,18,18-24,4,college/grad student,89146
1910,M,1,Under 18,10,K-12 student,94707
1911,F,18,18-24,4,college/grad student,92805
1912,M,25,25-34,4,college/grad student,91325
1913,M,25,25-34,17,technician/engineer,95126
1914,F,35,35-44,14,sales/marketing,95051
1915,M,50,50-55,13,retired,01938
1916,M,45,45-49,7,executive/managerial,90405
1917,M,18,18-24,10,K-12 student,92704
1918,F,45,45-49,6,doctor/health care,95209
1919,M,1,Under 18,0,other or not specified,94525
1920,F,35,35-44,7,executive/managerial,80122
1921,M,56,56+,12,programmer,92780
1922,F,25,25-34,7,executive/managerial,94303
1923,M,35,35-44,7,executive/managerial,90026
1924,F,56,56+,6,doctor/health care,90630
1925,M,50,50-55,7,executive/managerial,92886
1926,F,1,Under 18,0,other or not specified,95404
1927,M,35,35-44,7,executive/managerial,94806
1928,M,1,Under 18,10,K-12 student,94501
1929,F,1,Under 18,10,K-12 student,91107
1930,M,25,25-34,15,scientist,94550
1931,M,25,25-34,2,artist,94114
1932,M,25,25-34,7,executive/managerial,94114
1933,M,18,18-24,19,unemployed,94703
1934,M,25,25-34,17,technician/engineer,95014
1935,M,1,Under 18,10,K-12 student,90405
1936,M,35,35-44,0,other or not specified,90026
1937,M,25,25-34,11,lawyer,92335
1938,F,25,25-34,2,artist,91351
1939,F,35,35-44,2,artist,94930
1940,M,25,25-34,12,programmer,95158
1941,M,35,35-44,17,technician/engineer,94550
1942,M,35,35-44,5,customer service,04901
1943,M,18,18-24,4,college/grad student,91501
1944,F,18,18-24,4,college/grad student,93107
1945,M,25,25-34,20,writer,92866
1946,M,25,25-34,14,sales/marketing,94110
1947,M,25,25-34,7,executive/managerial,94041
1948,M,1,Under 18,10,K-12 student,93111
1949,M,18,18-24,17,technician/engineer,92595
1950,M,25,25-34,12,programmer,49024
1951,F,18,18-24,4,college/grad student,90630
1952,M,35,35-44,1,academic/educator,91030
1953,F,25,25-34,2,artist,94566
1954,M,25,25-34,16,self-employed,91402
1955,M,1,Under 18,19,unemployed,03109
1956,M,35,35-44,0,other or not specified,44280
1957,F,18,18-24,4,college/grad student,23185
1958,F,25,25-34,1,academic/educator,17055
1959,F,50,50-55,13,retired,53092
1960,M,45,45-49,7,executive/managerial,55555
1961,F,50,50-55,3,clerical/admin,91911
1962,F,18,18-24,1,academic/educator,60914
1963,F,50,50-55,9,homemaker,91941
1964,F,25,25-34,6,doctor/health care,89523
1965,M,56,56+,17,technician/engineer,48304
1966,M,25,25-34,20,writer,93637
1967,M,50,50-55,7,executive/managerial,92116
1968,M,25,25-34,11,lawyer,85258
1969,F,25,25-34,3,clerical/admin,92116
1970,M,50,50-55,13,retired,89052
1971,F,25,25-34,14,sales/marketing,80230
1972,M,45,45-49,17,technician/engineer,92111
1973,M,25,25-34,1,academic/educator,22903
1974,M,35,35-44,17,technician/engineer,12159
1975,M,18,18-24,4,college/grad student,97361
1976,M,35,35-44,5,customer service,58703
1977,M,56,56+,6,doctor/health care,02726
1978,M,1,Under 18,10,K-12 student,43357
1979,M,56,56+,17,technician/engineer,49506
1980,M,35,35-44,7,executive/managerial,06460
1981,M,56,56+,1,academic/educator,80303
1982,M,1,Under 18,10,K-12 student,80540
1983,M,25,25-34,14,sales/marketing,92109
1984,M,18,18-24,10,K-12 student,92130
1985,M,45,45-49,12,programmer,92122
1986,M,50,50-55,13,retired,91977
1987,M,25,25-34,17,technician/engineer,62629
1988,F,25,25-34,1,academic/educator,85224
1989,M,50,50-55,6,doctor/health care,02090
1990,M,25,25-34,7,executive/managerial,85257
1991,M,25,25-34,20,writer,48309
1992,M,18,18-24,4,college/grad student,85259
1993,M,35,35-44,17,technician/engineer,99508
1994,M,35,35-44,2,artist,89012
1995,M,25,25-34,1,academic/educator,85364
1996,M,35,35-44,0,other or not specified,85621
1997,M,25,25-34,0,other or not specified,84108
1998,F,50,50-55,9,homemaker,24018
1999,F,35,35-44,3,clerical/admin,02113
2000,M,18,18-24,4,college/grad student,44685
2001,M,50,50-55,1,academic/educator,48197
2002,F,56,56+,13,retired,02136-1522
2003,M,1,Under 18,10,K-12 student,80014
2004,M,45,45-49,19,unemployed,53572
2005,M,18,18-24,4,college/grad student,58601
2006,M,35,35-44,0,other or not specified,66048
2007,M,50,50-55,16,self-employed,80442
2008,M,25,25-34,3,clerical/admin,48220
2009,F,35,35-44,7,executive/managerial,60625
2010,M,18,18-24,4,college/grad student,81520
2011,F,35,35-44,3,clerical/admin,01545
2012,M,25,25-34,4,college/grad student,49456
2013,M,45,45-49,0,other or not specified,60543
2014,M,18,18-24,4,college/grad student,53233
2015,M,18,18-24,4,college/grad student,01003
2016,F,56,56+,2,artist,20783
2017,M,25,25-34,17,technician/engineer,35808
2018,M,35,35-44,16,self-employed,46214
2019,M,50,50-55,1,academic/educator,27705
2020,M,25,25-34,7,executive/managerial,45011
2021,M,25,25-34,0,other or not specified,61364
2022,M,25,25-34,7,executive/managerial,60137
2023,M,18,18-24,4,college/grad student,56001
2024,M,1,Under 18,19,unemployed,06614
2025,M,56,56+,13,retired,03440
2026,M,50,50-55,16,self-employed,49277
2027,F,25,25-34,9,homemaker,48021
2028,M,45,45-49,6,doctor/health care,44131
2029,F,25,25-34,12,programmer,10011
2030,M,25,25-34,4,college/grad student,77345
2031,M,35,35-44,20,writer,60640
2032,M,50,50-55,14,sales/marketing,44614
2033,F,45,45-49,20,writer,91436
2034,F,45,45-49,2,artist,01851
2035,F,18,18-24,0,other or not specified,45212
2036,F,25,25-34,14,sales/marketing,90046
2037,M,56,56+,14,sales/marketing,02468
2038,F,45,45-49,1,academic/educator,33301
2039,M,50,50-55,16,self-employed,60060
2040,F,25,25-34,7,executive/managerial,02494
2041,F,25,25-34,20,writer,24015
2042,M,1,Under 18,10,K-12 student,79358
2043,M,25,25-34,14,sales/marketing,37931
2044,F,45,45-49,0,other or not specified,49408
2045,F,1,Under 18,0,other or not specified,24179
2046,M,35,35-44,1,academic/educator,91711
2047,M,1,Under 18,10,K-12 student,06437
2048,M,50,50-55,6,doctor/health care,49456
2049,F,50,50-55,0,other or not specified,13210
2050,F,35,35-44,3,clerical/admin,99504
2051,M,35,35-44,7,executive/managerial,93906
2052,M,1,Under 18,10,K-12 student,46033
2053,M,45,45-49,11,lawyer,06416
2054,M,25,25-34,12,programmer,03110
2055,M,50,50-55,11,lawyer,49008
2056,M,25,25-34,4,college/grad student,56301
2057,M,35,35-44,1,academic/educator,49417
2058,F,56,56+,1,academic/educator,06437
2059,M,35,35-44,0,other or not specified,44130
2060,M,1,Under 18,1,academic/educator,48304
2061,M,56,56+,1,academic/educator,44107
2062,M,18,18-24,4,college/grad student,44646
2063,M,25,25-34,4,college/grad student,43138
2064,M,35,35-44,1,academic/educator,01020
2065,M,25,25-34,6,doctor/health care,46807
2066,F,25,25-34,6,doctor/health care,53202
2067,M,50,50-55,16,self-employed,06430
2068,F,35,35-44,12,programmer,43528
2069,M,56,56+,15,scientist,79068
2070,F,35,35-44,6,doctor/health care,13210
2071,M,45,45-49,7,executive/managerial,01605
2072,F,50,50-55,12,programmer,21133
2073,F,18,18-24,4,college/grad student,13148
2074,M,18,18-24,4,college/grad student,48197
2075,F,25,25-34,4,college/grad student,13210
2076,M,18,18-24,4,college/grad student,13165
2077,M,18,18-24,0,other or not specified,55112
2078,M,18,18-24,4,college/grad student,13323
2079,M,1,Under 18,10,K-12 student,45241
2080,M,25,25-34,11,lawyer,37931
2081,M,18,18-24,17,technician/engineer,49445
2082,M,1,Under 18,19,unemployed,48323
2083,M,18,18-24,4,college/grad student,64920
2084,M,18,18-24,4,college/grad student,23186
2085,M,18,18-24,0,other or not specified,06360
2086,M,35,35-44,14,sales/marketing,48328
2087,M,25,25-34,0,other or not specified,37923-3112
2088,M,50,50-55,7,executive/managerial,60618
2089,M,35,35-44,17,technician/engineer,17601
2090,M,35,35-44,17,technician/engineer,48313
2091,F,35,35-44,20,writer,48044
2092,M,56,56+,1,academic/educator,49006
2093,M,18,18-24,0,other or not specified,48322
2094,M,35,35-44,2,artist,60061
2095,M,56,56+,13,retired,58504
2096,F,25,25-34,17,technician/engineer,33990
2097,M,18,18-24,5,customer service,48504
2098,M,35,35-44,20,writer,48067
2099,F,18,18-24,0,other or not specified,48823
2100,F,25,25-34,0,other or not specified,24017
2101,M,25,25-34,16,self-employed,48309
2102,M,25,25-34,11,lawyer,48825
2103,M,35,35-44,12,programmer,03062
2104,M,45,45-49,15,scientist,60035
2105,M,25,25-34,1,academic/educator,24060
2106,F,18,18-24,20,writer,495321
2107,M,25,25-34,1,academic/educator,24060
2108,M,1,Under 18,10,K-12 student,60462
2109,M,25,25-34,16,self-employed,13090
2110,M,50,50-55,11,lawyer,46802
2111,M,56,56+,13,retired,32806
2112,F,45,45-49,12,programmer,23116
2113,M,25,25-34,6,doctor/health care,04456
2114,M,18,18-24,18,tradesman/craftsman,21740
2115,M,35,35-44,17,technician/engineer,01519
2116,M,18,18-24,4,college/grad student,49546
2117,M,56,56+,13,retired,49307
2118,M,25,25-34,14,sales/marketing,02148
2119,M,35,35-44,4,college/grad student,10036
2120,M,1,Under 18,0,other or not specified,02780
2121,M,56,56+,13,retired,02356
2122,M,35,35-44,12,programmer,61614
2123,F,35,35-44,0,other or not specified,13064
2124,M,25,25-34,0,other or not specified,12306
2125,M,35,35-44,3,clerical/admin,46033
2126,M,56,56+,14,sales/marketing,02632
2127,M,18,18-24,4,college/grad student,12309
2128,F,45,45-49,1,academic/educator,46737
2129,M,25,25-34,5,customer service,04103
2130,M,45,45-49,0,other or not specified,03060
2131,M,25,25-34,0,other or not specified,01701
2132,M,56,56+,14,sales/marketing,02632
2133,F,1,Under 18,10,K-12 student,01607
2134,M,18,18-24,10,K-12 student,02780
2135,M,50,50-55,1,academic/educator,01778
2136,M,35,35-44,18,tradesman/craftsman,13027
2137,F,1,Under 18,10,K-12 student,00681
2138,F,18,18-24,4,college/grad student,88119
2139,F,50,50-55,3,clerical/admin,33615
2140,M,45,45-49,14,sales/marketing,46804
2141,F,50,50-55,16,self-employed,48706
2142,F,45,45-49,14,sales/marketing,46804
2143,M,18,18-24,4,college/grad student,32607
2144,M,18,18-24,0,other or not specified,46517
2145,M,18,18-24,10,K-12 student,32750
2146,M,18,18-24,2,artist,96002
2147,F,18,18-24,0,other or not specified,60641
2148,F,18,18-24,0,other or not specified,81301
2149,M,25,25-34,0,other or not specified,60089
2150,F,18,18-24,4,college/grad student,22904
2151,M,56,56+,13,retired,33316
2152,M,18,18-24,4,college/grad student,22807
2153,M,18,18-24,16,self-employed,97405
2154,M,25,25-34,12,programmer,68508
2155,F,1,Under 18,10,K-12 student,50246
2156,M,18,18-24,19,unemployed,55912
2157,F,18,18-24,3,clerical/admin,45244
2158,M,25,25-34,12,programmer,60618
2159,F,50,50-55,14,sales/marketing,60618
2160,F,18,18-24,19,unemployed,46556
2161,F,35,35-44,2,artist,95521
2162,F,1,Under 18,10,K-12 student,35810
2163,M,18,18-24,0,other or not specified,87122
2164,M,35,35-44,0,other or not specified,95826
2165,M,25,25-34,7,executive/managerial,32836
2166,M,1,Under 18,10,K-12 student,99203
2167,F,25,25-34,6,doctor/health care,95833
2168,M,1,Under 18,10,K-12 student,60202
2169,M,1,Under 18,0,other or not specified,95451
2170,F,50,50-55,16,self-employed,99114
2171,M,35,35-44,0,other or not specified,48103
2172,M,18,18-24,20,writer,60641
