Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Clifton Hill,7/37 Groom St,2,u,885500,S,Collins,18/06/2016,3.4,3068,2,2,2,0,136,2005,Yarra,-37.7937,144.9983,Northern Metropolitan,2954
Clifton Hill,49 Fenwick St,3,h,1680000,S,Nelson,19/11/2016,3.4,3068,3,2,1,201,,,Yarra,-37.7884,145,Northern Metropolitan,2954
Clifton Hill,4/200 Noone St,3,t,,S,Jellis,19/11/2016,3.4,3068,,,,,,,,,,Northern Metropolitan,2954
Clifton Hill,1 John St,2,h,730000,S,Nelson,22/05/2016,3.4,3068,2,1,1,103,,,Yarra,-37.7898,144.9957,Northern Metropolitan,2954
Clifton Hill,18 Barries Pl,3,t,825000,SP,Jellis,24/09/2016,3.4,3068,3,3,1,67,119,2010,Yarra,-37.7946,144.9989,Northern Metropolitan,2954
Clifton Hill,1/493 Hoddle St,2,u,533000,SP,Jellis,24/09/2016,3.4,3068,2,1,1,0,,1970,Yarra,-37.7931,144.9938,Northern Metropolitan,2954
Clifton Hill,45 Clifford Pl,3,h,,S,Jellis,25/02/2017,3.4,3068,3,2,2,118,170,2005,Yarra,-37.7918,145.0014,Northern Metropolitan,2954
Clifton Hill,20 Gordon St,2,h,1430000,S,Collins,25/02/2017,3.4,3068,2,1,0,151,,1910,Yarra,-37.7912,144.9963,Northern Metropolitan,2954
Clifton Hill,33 Grant St,4,h,,S,Nelson,25/02/2017,3.4,3068,4,2,2,0,,,Yarra,-37.7887,144.9961,Northern Metropolitan,2954
Clifton Hill,1/1 Marshall Pl,4,h,1506000,S,Nelson,25/02/2017,3.4,3068,4,2,0,162,169,1995,Yarra,-37.7885,144.9994,Northern Metropolitan,2954
Clifton Hill,48 Council St,3,h,1150000,VB,Nelson,26/07/2016,3.4,3068,3,1,1,169,,,Yarra,-37.7925,144.9877,Northern Metropolitan,2954
Clifton Hill,193 Roseneath St,2,h,,S,Nelson,26/07/2016,3.4,3068,2,1,1,112,,,Yarra,-37.7932,145.0015,Northern Metropolitan,2954
Clifton Hill,3/268 Alexandra Pde E,1,u,363000,S,hockingstuart,27/06/2016,3.4,3068,1,1,1,0,,,Yarra,,,Northern Metropolitan,2954
Clifton Hill,3 Hodgkinson St,3,h,1360000,S,Nelson,27/06/2016,3.4,3068,3,1,0,118,118,1880,Yarra,-37.7921,144.9858,Northern Metropolitan,2954
Clifton Hill,19/184 Noone St,3,t,841000,PI,Jellis,27/11/2016,3.4,3068,,,,,,,,,,Northern Metropolitan,2954
Clifton Hill,7/82 Roseneath St,3,t,897500,SP,Jellis,27/11/2016,3.4,3068,,,,,,,,,,Northern Metropolitan,2954
Clifton Hill,21/184 Noone St,3,t,810000,PI,Raine,28/05/2016,3.4,3068,,,,,,,,,,Northern Metropolitan,2954
Clifton Hill,63 Spensley St,3,h,,PI,hockingstuart,28/05/2016,3.4,3068,3,1,0,152,,1888,Yarra,-37.7885,144.9986,Northern Metropolitan,2954
Clifton Hill,4a Anderson St,2,h,1270000,S,Nelson,28/08/2016,3.4,3068,,,,,,,,,,Northern Metropolitan,2954
Clifton Hill,53 John St,2,t,640000,VB,Miles,28/08/2016,3.4,3068,2,1,1,0,,,Yarra,-37.7873,144.9961,Northern Metropolitan,2954
Clifton Hill,24 Ogrady St,3,h,,S,Jellis,30/07/2016,3.4,3068,2,1,1,198,,,Yarra,-37.7871,144.9985,Northern Metropolitan,2954
Coburg,1/13 Clarendon St,2,u,,SN,Barry,3/09/2016,7.8,3058,2,1,1,0,64,1980,Moreland,-37.7527,144.9522,Northern Metropolitan,11204
Coburg,29 Molesworth St,2,h,850000,SP,Brad,3/09/2016,7.8,3058,2,1,1,371,93,1930,Moreland,-37.735,144.9589,Northern Metropolitan,11204
Coburg,71 Ohea St,3,h,,SN,Barry,3/09/2016,7.8,3058,2,1,1,241,106,1950,Moreland,-37.7372,144.9595,Northern Metropolitan,11204
Coburg,39 Salisbury St,3,h,,S,Raine,3/09/2016,7.8,3058,3,1,2,441,107,1920,Moreland,-37.7448,144.9738,Northern Metropolitan,11204
Coburg,10 Shackell St,3,h,784000,S,Nelson,3/09/2016,7.8,3058,2,1,1,286,110,1890,Moreland,-37.7427,144.952,Northern Metropolitan,11204
Coburg,30 Alice St,3,h,,SN,Barry,3/12/2016,7.8,3058,3,1,3,417,134,1930,Moreland,-37.7416,144.9576,Northern Metropolitan,11204
Coburg,3/25 Belgrave St,2,t,655000,S,Nelson,3/12/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,37 Elizabeth St,3,h,680000,S,Nelson,3/12/2016,7.8,3058,3,1,0,702,108,1950,Moreland,-37.7391,144.9812,Northern Metropolitan,11204
Coburg,38 Harding St,4,h,1221000,S,Nelson,3/12/2016,7.8,3058,4,1,2,596,,,Moreland,-37.7456,144.9696,Northern Metropolitan,11204
Coburg,1/58 Moore St,2,t,807000,S,Nelson,3/12/2016,7.8,3058,2,2,1,0,176,2010,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
Coburg,181 Munro St,3,h,790000,S,Del,3/12/2016,7.8,3058,3,1,2,371,,,Moreland,-37.7435,144.9507,Northern Metropolitan,11204
Coburg,43 Ohea St,4,h,955000,S,Nelson,3/12/2016,7.8,3058,4,2,1,295,,,Moreland,-37.7374,144.9617,Northern Metropolitan,11204
Coburg,301/6 Sydney Rd,2,t,480000,VB,Nelson,3/12/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,8 Watchtower Rd,3,h,675000,PI,Walshe,4/02/2016,7.8,3058,3,1,2,142,123,2005,Moreland,-37.7382,144.973,Northern Metropolitan,11204
Coburg,21 Cope St,3,h,,S,Jellis,4/03/2017,7.8,3058,3,2,1,468,140,1925,Moreland,-37.7356,144.9617,Northern Metropolitan,11204
Coburg,21 Craigrossie Av,3,h,1300000,S,McDonald,4/03/2017,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,12 Hardwick St,3,h,1010000,S,Jellis,4/03/2017,7.8,3058,3,2,1,278,278,,Moreland,-37.7494,144.9686,Northern Metropolitan,11204
Coburg,3 Mavis St,3,h,1202000,S,Nelson,4/03/2017,7.8,3058,3,2,2,423,140,1940,Moreland,-37.7493,144.9559,Northern Metropolitan,11204
Coburg,243 Moreland Rd,3,h,1370000,S,Ray,4/03/2017,7.8,3058,3,1,1,233,180,1890,Moreland,-37.7549,144.9611,Northern Metropolitan,11204
Coburg,61 Murray Rd,2,h,550000,S,hockingstuart,4/03/2017,7.8,3058,2,1,1,0,,,Moreland,-37.7358,144.9801,Northern Metropolitan,11204
Coburg,45 Portland St,3,h,1000000,VB,Jellis,4/03/2017,7.8,3058,3,2,3,370,110,1920,Moreland,-37.744,144.9501,Northern Metropolitan,11204
Coburg,6 Stawell St,3,h,935500,S,Brad,4/03/2017,7.8,3058,3,1,2,386,,,Moreland,-37.7364,144.96,Northern Metropolitan,11204
Coburg,35 The Grove,8,u,2250000,PI,Peter,4/03/2017,7.8,3058,4,2,4,983,,,Moreland,-37.7517,144.9699,Northern Metropolitan,11204
Coburg,18 Autumn St,4,h,,SN,Barry,4/06/2016,7.8,3058,2,2,2,477,202,1950,Moreland,-37.7346,144.9504,Northern Metropolitan,11204
Coburg,171 Moreland Rd,4,h,145000,PI,Jellis,4/06/2016,7.8,3058,3,1,1,536,164,1910,Moreland,-37.7555,144.9658,Northern Metropolitan,11204
Coburg,191 Ohea St,4,h,905000,S,LITTLE,4/06/2016,7.8,3058,3,2,1,439,,,Moreland,-37.7363,144.9507,Northern Metropolitan,11204
Coburg,114 The Avenue,3,h,,S,Nelson,4/06/2016,7.8,3058,2,1,1,419,,,Moreland,-37.7532,144.9729,Northern Metropolitan,11204
Coburg,33 Wellington St,3,h,860000,S,Peter,4/06/2016,7.8,3058,3,1,1,283,109,1915,Moreland,-37.7416,144.9582,Northern Metropolitan,11204
Coburg,16 Linda St,2,h,953000,S,Jellis,6/08/2016,7.8,3058,2,1,1,170,101,1890,Moreland,-37.7508,144.9608,Northern Metropolitan,11204
Coburg,6 Shackell St,2,h,735000,SP,Nelson,6/08/2016,7.8,3058,2,1,1,280,93,1900,Moreland,-37.7429,144.952,Northern Metropolitan,11204
Coburg,16 Anketell St,3,h,,SN,Barry,7/05/2016,7.8,3058,2,1,1,371,,,Moreland,-37.7453,144.9588,Northern Metropolitan,11204
Coburg,15/1 Manna Gum Ct,3,t,550000,PI,Brace,7/05/2016,7.8,3058,3,2,2,0,168,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204
Coburg,20A Queen St,2,t,790000,S,Raine,7/05/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,56 Rose St,3,h,1100000,VB,Nelson,7/05/2016,7.8,3058,3,1,1,576,,,Moreland,-37.7432,144.9474,Northern Metropolitan,11204
Coburg,27 Higinbotham St,3,h,947000,S,Brad,7/11/2016,7.8,3058,3,1,1,372,125,1920,Moreland,-37.735,144.9581,Northern Metropolitan,11204
Coburg,4/6 Industry La,2,t,,SP,Caine,7/11/2016,7.8,3058,2,2,2,0,112,2004,Moreland,-37.7367,144.9701,Northern Metropolitan,11204
Coburg,2/6 McKay St,2,u,500000,SP,Jellis,7/11/2016,7.8,3058,2,1,1,0,74,1970,Moreland,-37.7405,144.9644,Northern Metropolitan,11204
Coburg,2/58 Moore St,3,t,865000,S,Nelson,7/11/2016,7.8,3058,3,2,2,263,,2008,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
Coburg,57 Bell St,3,h,,SP,Biggin,8/10/2016,7.8,3058,2,1,1,643,135,1920,Moreland,-37.7422,144.9727,Northern Metropolitan,11204
Coburg,7/13 Clarendon St,2,u,466000,S,Nelson,8/10/2016,7.8,3058,2,1,1,0,62,1980,Moreland,-37.7527,144.9522,Northern Metropolitan,11204
Coburg,3/58 Moore St,3,t,740000,VB,Nelson,8/10/2016,7.8,3058,3,2,1,255,164,2014,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
Coburg,105 Moreland Rd,3,h,812000,S,Nicholson,8/10/2016,7.8,3058,3,1,1,370,130,1930,Moreland,-37.7561,144.9718,Northern Metropolitan,11204
Coburg,107 Moreland Rd,3,h,766000,S,Nicholson,8/10/2016,7.8,3058,3,1,0,378,124,1930,Moreland,-37.7561,144.9716,Northern Metropolitan,11204
Coburg,109 Moreland Rd,3,h,825000,S,Nicholson,8/10/2016,7.8,3058,2,1,1,374,118,1910,Moreland,-37.7561,144.9715,Northern Metropolitan,11204
Coburg,2 Quarry Cct,4,h,1131000,S,Nelson,8/10/2016,7.8,3058,4,2,2,494,300,2001,Moreland,-37.7359,144.9711,Northern Metropolitan,11204
Coburg,114 Reynard St,3,h,1064000,SP,Nelson,8/10/2016,7.8,3058,3,2,1,417,178,1940,Moreland,-37.7478,144.9583,Northern Metropolitan,11204
Coburg,3/262 Reynard St,2,t,610000,PI,Ray,8/10/2016,7.8,3058,2,2,1,114,,,Moreland,-37.7466,144.9482,Northern Metropolitan,11204
Coburg,60 Glengyle St,3,h,1210000,S,Nelson,10/09/2016,7.8,3058,3,1,1,379,125,1925,Moreland,-37.7544,144.9764,Northern Metropolitan,11204
Coburg,21 Holroyd St,3,h,,S,Jellis,10/09/2016,7.8,3058,3,1,1,371,,,Moreland,-37.7352,144.9572,Northern Metropolitan,11204
Coburg,1/34 Jessie St,3,h,,SN,Barry,10/09/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,8/6 McKay St,2,u,434000,S,Nelson,10/09/2016,7.8,3058,2,1,1,0,80,1965,Moreland,-37.7405,144.9644,Northern Metropolitan,11204
Coburg,116 Murray St,4,h,,SP,Nelson,10/09/2016,7.8,3058,4,2,4,551,,,Moreland,-37.7377,144.9506,Northern Metropolitan,11204
Coburg,4/44 Victoria St,2,u,653000,SP,Peter,10/09/2016,7.8,3058,2,1,1,129,107,2012,Moreland,-37.7422,144.9606,Northern Metropolitan,11204
Coburg,4 Wellington St,4,h,,SN,Barry,10/09/2016,7.8,3058,3,1,1,393,104,1950,Moreland,-37.744,144.9582,Northern Metropolitan,11204
Coburg,2 Autumn St,3,h,,SN,Barry,10/12/2016,7.8,3058,3,1,2,491,113,1950,Moreland,-37.7357,144.9502,Northern Metropolitan,11204
Coburg,2/118 Bruce St,3,t,640000,S,Nelson,10/12/2016,7.8,3058,3,1,2,119,109,1995,Moreland,-37.7403,144.9491,Northern Metropolitan,11204
Coburg,23 Cole Cr,3,h,,PI,Nelson,10/12/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,31 Elizabeth St,2,h,820000,S,Peter,10/12/2016,7.8,3058,2,1,1,597,,1960,Moreland,-37.7402,144.9807,Northern Metropolitan,11204
Coburg,7 Gladstone St,4,h,1250000,S,Jellis,10/12/2016,7.8,3058,4,1,2,613,,,Moreland,-37.7433,144.9762,Northern Metropolitan,11204
Coburg,21 Governors Rd,5,h,1335000,S,Nelson,10/12/2016,7.8,3058,5,3,2,390,,,Moreland,-37.7376,144.9726,Northern Metropolitan,11204
Coburg,56 The Grove,6,h,1900000,VB,hockingstuart,10/12/2016,7.8,3058,6,2,2,1060,,,Moreland,-37.7523,144.9725,Northern Metropolitan,11204
Coburg,10 Stockade Av,3,t,810000,S,JMRE,11/02/2017,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,34 Alice St,4,h,,SN,Barry,12/11/2016,7.8,3058,4,1,1,416,,,Moreland,-37.7414,144.9576,Northern Metropolitan,11204
Coburg,5 Donne St,3,h,1090000,S,ASL,12/11/2016,7.8,3058,3,1,1,464,,,Moreland,-37.753,144.9485,Northern Metropolitan,11204
Coburg,14 Hawthorn St,4,h,,PN,Changing,12/11/2016,7.8,3058,4,2,2,420,217,1940,Moreland,-37.7512,144.9518,Northern Metropolitan,11204
Coburg,41 Service St,3,h,1130000,SP,Re,12/11/2016,7.8,3058,3,1,2,735,127,1920,Moreland,-37.7379,144.9623,Northern Metropolitan,11204
Coburg,1 Sutherland St,4,h,1145000,S,Nelson,12/11/2016,7.8,3058,4,2,2,480,,,Moreland,-37.7402,144.9607,Northern Metropolitan,11204
Coburg,38 Budds St,2,t,657000,SP,Nelson,13/08/2016,7.8,3058,2,1,2,138,,,Moreland,-37.7427,144.9711,Northern Metropolitan,11204
Coburg,54 Tanderum Dr,3,t,,SN,Brace,13/08/2016,7.8,3058,3,2,2,184,,,Moreland,-37.7368,144.9734,Northern Metropolitan,11204
Coburg,15 Autumn St,2,h,,SN,Barry,14/05/2016,7.8,3058,2,1,2,500,111,1948,Moreland,-37.7346,144.95,Northern Metropolitan,11204
Coburg,1e The Avenue,3,h,763000,S,Woodards,14/05/2016,7.8,3058,3,2,1,107,110,1994,Moreland,-37.7517,144.963,Northern Metropolitan,11204
Coburg,14a Hardwick St,2,h,,SP,Nelson,15/10/2016,7.8,3058,2,1,1,174,84,1930,Moreland,-37.7495,144.9688,Northern Metropolitan,11204
Coburg,53 Hawthorn St,2,h,903000,S,Nelson,15/10/2016,7.8,3058,2,1,1,253,94,1910,Moreland,-37.7484,144.9521,Northern Metropolitan,11204
Coburg,4 Miller St,3,h,1000000,S,Nelson,15/10/2016,7.8,3058,3,1,1,431,117,1970,Moreland,-37.75,144.9695,Northern Metropolitan,11204
Coburg,134 Reynard St,3,h,,S,Nelson,15/10/2016,7.8,3058,3,1,1,465,460,1960,Moreland,-37.7476,144.9556,Northern Metropolitan,11204
Coburg,13 Shaftsbury St,4,h,1742000,SP,Nelson,15/10/2016,7.8,3058,3,2,4,482,256,2006,Moreland,-37.7529,144.9534,Northern Metropolitan,11204
Coburg,12 Gordon St,4,h,865000,S,Brad,16/04/2016,7.8,3058,4,1,1,452,125,1925,Moreland,-37.7525,144.948,Northern Metropolitan,11204
Coburg,11/5 Industry La,2,u,485000,VB,Nelson,16/04/2016,7.8,3058,2,2,1,0,96,1880,Moreland,-37.7367,144.9701,Northern Metropolitan,11204
Coburg,12 Lascelles St,3,h,765000,S,Nelson,16/04/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,23 Berry St,3,h,1278000,S,Peter,16/07/2016,7.8,3058,3,2,3,405,156,1930,Moreland,-37.7464,144.959,Northern Metropolitan,11204
Coburg,185 Urquhart St,3,t,,S,Nelson,16/07/2016,7.8,3058,3,2,2,154,154,,Moreland,-37.7411,144.9762,Northern Metropolitan,11204
Coburg,4/93 Harding St,3,t,590000,VB,Ray,17/09/2016,7.8,3058,3,2,2,0,109,2013,Moreland,-37.7458,144.9751,Northern Metropolitan,11204
Coburg,4 Hutchinson St,3,h,,W,Peter,17/09/2016,7.8,3058,3,1,1,622,105,1925,Moreland,-37.7453,144.9768,Northern Metropolitan,11204
Coburg,45 Kerferd St,4,h,1000000,SP,Peter,17/09/2016,7.8,3058,4,2,1,381,,1938,Moreland,-37.7337,144.9548,Northern Metropolitan,11204
Coburg,15/1 Manna Gum Ct,3,t,590000,PI,Brace,17/09/2016,7.8,3058,3,2,2,0,168,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204
Coburg,3 Phillips St,3,h,1030000,S,Considine,17/09/2016,7.8,3058,3,1,1,404,,,Moreland,-37.7504,144.9537,Northern Metropolitan,11204
Coburg,19 Audley St,4,h,1136000,S,Ray,18/03/2017,7.8,3058,4,3,1,420,146,1920,Moreland,-37.7501,144.962,Northern Metropolitan,11204
Coburg,13 Carron St,2,t,635000,S,Ray,18/03/2017,7.8,3058,2,1,1,97,95,2014,Moreland,-37.7516,144.9623,Northern Metropolitan,11204
Coburg,57 Connolly Av,3,u,782000,S,Harcourts,18/03/2017,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,196 Ohea St,3,h,1061000,S,Brad,18/03/2017,7.8,3058,3,1,1,527,,,Moreland,-37.7359,144.9502,Northern Metropolitan,11204
Coburg,3 Suffolk Av,3,h,,SN,Brad,18/03/2017,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,9 Vincent St,4,h,1155000,S,Nelson,18/03/2017,7.8,3058,4,1,2,370,,,Moreland,-37.7431,144.956,Northern Metropolitan,11204
Coburg,6 Farm Rd,4,h,650000,PI,RT,18/06/2016,7.8,3058,3,2,2,312,,,Moreland,-37.7362,144.9714,Northern Metropolitan,11204
Coburg,42 Fowler St,4,h,,SN,Barry,18/06/2016,7.8,3058,4,1,1,482,148,1920,Moreland,-37.7464,144.9701,Northern Metropolitan,11204
Coburg,89 Gordon St,3,h,1286000,S,Nelson,18/06/2016,7.8,3058,3,2,2,435,,,Moreland,-37.7477,144.9483,Northern Metropolitan,11204
Coburg,31 Hardwick St,3,h,885000,S,Nelson,18/06/2016,7.8,3058,3,1,2,255,,1920,Moreland,-37.7493,144.9701,Northern Metropolitan,11204
Coburg,13 Hudson St,4,h,1160000,PI,Jellis,18/06/2016,7.8,3058,4,2,5,371,,1888,Moreland,-37.7436,144.962,Northern Metropolitan,11204
Coburg,58 Marks St,3,h,,SP,Raine,18/06/2016,7.8,3058,3,2,2,211,148,,Moreland,-37.749,144.9583,Northern Metropolitan,11204
Coburg,203 Munro St,4,h,1400000,S,RE,18/06/2016,7.8,3058,4,1,1,856,189,1970,Moreland,-37.7432,144.9481,Northern Metropolitan,11204
Coburg,403/19 Pentridge Bvd,2,u,470000,SP,Raine,18/06/2016,7.8,3058,2,2,1,0,,,Moreland,-37.7379,144.9683,Northern Metropolitan,11204
Coburg,8 Rolls St,3,h,,SP,Nelson,18/06/2016,7.8,3058,3,1,3,447,,,Moreland,-37.7501,144.9685,Northern Metropolitan,11204
Coburg,270 Bell St,2,h,,SN,Barry,19/11/2016,7.8,3058,2,1,1,418,105,1940,Moreland,-37.7399,144.9543,Northern Metropolitan,11204
Coburg,69 Clarendon St,3,h,,SP,Nelson,19/11/2016,7.8,3058,3,1,2,318,,,Moreland,-37.7485,144.953,Northern Metropolitan,11204
Coburg,18 Craigrossie Av,5,h,1725000,S,Nelson,19/11/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,8 Gilbert St,3,h,1260000,S,Jellis,19/11/2016,7.8,3058,3,2,0,407,230,1930,Moreland,-37.7471,144.9579,Northern Metropolitan,11204
Coburg,1/345 Moreland Rd,1,u,,PI,Raine,19/11/2016,7.8,3058,1,1,1,0,47,1970,Moreland,-37.7539,144.9525,Northern Metropolitan,11204
Coburg,77 Nicholson St,3,h,,SN,Barry,19/11/2016,7.8,3058,4,1,1,417,135,1920,Moreland,-37.751,144.9764,Northern Metropolitan,11204
Coburg,43 Reynard St,2,h,,SP,Ray,19/11/2016,7.8,3058,2,1,2,336,94,,Moreland,-37.7484,144.9612,Northern Metropolitan,11204
Coburg,1/33 Sheffield St,2,h,920000,SP,Jellis,19/11/2016,7.8,3058,2,1,0,157,,,Moreland,-37.7464,144.9676,Northern Metropolitan,11204
Coburg,9 Station St,5,h,,SN,Barry,19/11/2016,7.8,3058,5,2,2,617,,,Moreland,-37.7542,144.9612,Northern Metropolitan,11204
Coburg,31 Stawell St,3,h,,S,Brad,19/11/2016,7.8,3058,3,1,1,372,112,1930,Moreland,-37.7349,144.9598,Northern Metropolitan,11204
Coburg,52 Stawell St,3,h,841000,S,Re,19/11/2016,7.8,3058,3,1,3,385,98,1920,Moreland,-37.734,144.9603,Northern Metropolitan,11204
Coburg,4/2 Vincent St,2,u,537500,S,Nelson,19/11/2016,7.8,3058,2,1,1,0,73,1975,Moreland,-37.7435,144.9563,Northern Metropolitan,11204
Coburg,84 Blair St,4,h,,SN,Walsh,22/05/2016,7.8,3058,3,1,2,477,139,1920,Moreland,-37.7557,144.9729,Northern Metropolitan,11204
Coburg,14 Rogers St,3,h,,S,Nelson,22/05/2016,7.8,3058,3,2,2,432,,,Moreland,-37.7359,144.9638,Northern Metropolitan,11204
Coburg,51 Hawthorn St,4,h,,S,Jellis,22/08/2016,7.8,3058,3,2,2,380,170,1910,Moreland,-37.7485,144.952,Northern Metropolitan,11204
Coburg,59 Moore St,2,h,1130000,S,Brad,22/08/2016,7.8,3058,2,1,2,520,,,Moreland,-37.7543,144.9717,Northern Metropolitan,11204
Coburg,9 Parklane Mw,3,t,664000,SP,Nelson,22/08/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,5/39 Service St,2,t,598000,S,Nelson,22/08/2016,7.8,3058,2,1,1,108,100,2007,Moreland,-37.7379,144.9617,Northern Metropolitan,11204
Coburg,2 Walsh St,3,h,1120000,S,Raine,22/08/2016,7.8,3058,3,2,1,293,180,2006,Moreland,-37.7481,144.9663,Northern Metropolitan,11204
Coburg,24 Webb St,3,h,870000,S,Nelson,22/08/2016,7.8,3058,3,1,1,371,100,1980,Moreland,-37.735,144.9558,Northern Metropolitan,11204
Coburg,2a Young St,3,t,,S,Nelson,22/08/2016,7.8,3058,3,2,2,219,,2000,Moreland,-37.7451,144.9583,Northern Metropolitan,11204
Coburg,27 Bruce St,3,h,680000,PI,Raine,23/04/2016,7.8,3058,2,1,2,462,72,1920,Moreland,-37.7448,144.9478,Northern Metropolitan,11204
Coburg,27a Bruce St,3,h,670000,PI,Raine,23/04/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,185 Moreland Rd,1,h,482500,S,Raine,23/04/2016,7.8,3058,1,1,1,108,,,Moreland,-37.7554,144.9648,Northern Metropolitan,11204
Coburg,155 Nicholson St,3,h,825000,S,Ray,23/04/2016,7.8,3058,3,1,2,577,131,1920,Moreland,-37.7459,144.9773,Northern Metropolitan,11204
Coburg,11 Station St,3,h,725000,S,Brad,23/04/2016,7.8,3058,3,1,0,238,131,1900,Moreland,-37.7539,144.9612,Northern Metropolitan,11204
Coburg,144 The Avenue,4,h,1250000,VB,Nelson,23/04/2016,7.8,3058,4,3,1,515,249,1900,Moreland,-37.7537,144.9766,Northern Metropolitan,11204
Coburg,37a Anketell St,3,h,,SN,Barry,24/09/2016,7.8,3058,3,1,1,223,127,1995,Moreland,-37.7454,144.9571,Northern Metropolitan,11204
Coburg,217 Bell St,3,h,,SN,Barry,24/09/2016,7.8,3058,3,1,1,356,109,1915,Moreland,-37.7404,144.9553,Northern Metropolitan,11204
Coburg,2 Franklin St,2,h,1008000,S,Jellis,24/09/2016,7.8,3058,2,1,3,457,89,1940,Moreland,-37.7505,144.9725,Northern Metropolitan,11204
Coburg,74 Linda St,3,t,800000,PI,Peter,24/09/2016,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,3/20 Loch St,2,t,599000,S,Ray,24/09/2016,7.8,3058,2,2,1,76,,,Moreland,-37.7474,144.9621,Northern Metropolitan,11204
Coburg,50a Rennie St,2,h,860000,S,Nelson,24/09/2016,7.8,3058,2,1,1,483,,,Moreland,-37.7509,144.9696,Northern Metropolitan,11204
Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24/09/2016,7.8,3058,4,1,1,488,142,1930,Moreland,-37.7537,144.9532,Northern Metropolitan,11204
Coburg,3/30 Shaftsbury St,2,u,451000,S,RT,24/09/2016,7.8,3058,2,1,1,0,72,1970,Moreland,-37.752,144.954,Northern Metropolitan,11204
Coburg,211 Bell St,2,h,635000,S,Brad,25/02/2017,7.8,3058,2,2,3,339,149,1920,Moreland,-37.7404,144.9559,Northern Metropolitan,11204
Coburg,15 Hardwick St,5,h,1020000,PI,Raine,25/02/2017,7.8,3058,5,2,4,381,286,1985,Moreland,-37.7492,144.969,Northern Metropolitan,11204
Coburg,6 Hardwick St,3,h,967000,S,Nelson,25/02/2017,7.8,3058,3,1,1,169,,,Moreland,-37.7494,144.9681,Northern Metropolitan,11204
Coburg,32A Kelson St,3,h,1025000,VB,Jellis,25/02/2017,7.8,3058,3,1,3,336,112,1950,Moreland,-37.7408,144.9558,Northern Metropolitan,11204
Coburg,37 Kelson St,3,h,700000,SP,Brad,25/02/2017,7.8,3058,3,1,1,138,102,2000,Moreland,-37.7406,144.9555,Northern Metropolitan,11204
Coburg,81 Moreland Rd,3,h,,S,Jellis,25/02/2017,7.8,3058,3,2,2,494,158,1910,Moreland,-37.7563,144.9731,Northern Metropolitan,11204
Coburg,48 Murray St,3,h,1130000,S,Nelson,25/02/2017,7.8,3058,3,1,3,206,80,1945,Moreland,-37.7382,144.9563,Northern Metropolitan,11204
Coburg,25a Ohea St,3,h,835000,SA,Peter,25/02/2017,7.8,3058,3,1,2,385,,,Moreland,-37.7376,144.9638,Northern Metropolitan,11204
Coburg,212 Reynard St,4,h,1075000,S,Hodges,25/02/2017,7.8,3058,4,1,4,531,187,1925,Moreland,-37.7473,144.9528,Northern Metropolitan,11204
Coburg,96 Reynard St,3,h,845000,S,Brad,25/02/2017,7.8,3058,3,1,1,221,,1980,Moreland,-37.748,144.9603,Northern Metropolitan,11204
Coburg,59 Sheffield St,1,h,,S,Jellis,25/02/2017,7.8,3058,1,1,2,325,103,1910,Moreland,-37.7465,144.969,Northern Metropolitan,11204
Coburg,2/618 Sydney Rd,3,t,600000,S,Brad,25/02/2017,7.8,3058,3,1,1,102,95,1976,Moreland,-37.736,144.9665,Northern Metropolitan,11204
Coburg,185 The Avenue,4,h,1461000,S,Jellis,25/02/2017,7.8,3058,4,2,2,571,,,Moreland,-37.7535,144.9779,Northern Metropolitan,11204
Coburg,2/56 The Avenue,2,t,605000,PI,Peter,25/02/2017,7.8,3058,,,,,,,,,,Northern Metropolitan,11204
Coburg,21 May St,4,h,,PI,Barry,26/07/2016,7.8,3058,4,2,2,393,,,Moreland,-37.7356,144.9606,Northern Metropolitan,11204
Coburg,14 Rose St,4,h,1150000,PI,Peter,26/07/2016,7.8,3058,4,2,2,43,205,1930,Moreland,-37.7456,144.9469,Northern Metropolitan,11204
